review_group	review_pdf	review_id	analysis_id	subset	comparison	comparison_label_clean	comparison_label_canonical	comparison_arm_1	comparison_arm_2	comparison_arm_1_canonical	comparison_arm_2_canonical	comparison_removed_shared_arm_context	outcome	effect_measure	data_type	cochrane_method_detected	cochrane_model_detected	calculation_method	calculation_model	calculation_scale	k_total_rows	k_estimable_rows	k_used	k_with_pmcid_used	k_without_pmcid_used	excluded_rows	reproduced_effect	reproduced_ci_lower	reproduced_ci_upper	reported_effect	reported_ci_lower	reported_ci_upper	effect_abs_diff	ci_lower_abs_diff	ci_upper_abs_diff	ci_iou	reported_match_status	tau2	Q	df	I2	notes
first_pass	Cochrane_reviews/first_pass/CD012178_lutein_preterm.pdf	CD012178_lutein_preterm	1.5	pmcid_only	Lutein and zeaxanthin versus control (placebo or no supplementation)	Lutein and zeaxanthin versus control (placebo or no supplementation)	lutein zeaxanthin versus control placebo or no supplementation	Lutein and zeaxanthin	control (placebo or no supplementation)	lutein zeaxanthin	control placebo or no supplementation	.	Incidence of NEC	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 80: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012178_lutein_preterm.pdf	CD012178_lutein_preterm	1.6	all_studies	Lutein and zeaxanthin versus control (placebo or no supplementation)	Lutein and zeaxanthin versus control (placebo or no supplementation)	lutein zeaxanthin versus control placebo or no supplementation	Lutein and zeaxanthin	control (placebo or no supplementation)	lutein zeaxanthin	control placebo or no supplementation	.	Any reported adverse effects	.	unclear	M-H	Fixed	CI-derived inverse-variance	fixed	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 81: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012178_lutein_preterm.pdf	CD012178_lutein_preterm	1.6	pmcid_only	Lutein and zeaxanthin versus control (placebo or no supplementation)	Lutein and zeaxanthin versus control (placebo or no supplementation)	lutein zeaxanthin versus control placebo or no supplementation	Lutein and zeaxanthin	control (placebo or no supplementation)	lutein zeaxanthin	control placebo or no supplementation	.	Any reported adverse effects	.	unclear	M-H	Fixed	CI-derived inverse-variance	fixed	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 81: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	1.1	all_studies	Metformin versus megestrol	Metformin versus megestrol	metformin versus megestrol	Metformin	megestrol	metformin	megestrol	.	Regression of endometrial hyperplasia (with or without atypia) to proliferative, secretory, or atrophic endometrium	Odds Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	2	2	2	0	2	0	4.448986	1.364356	14.507556	4.89	1.56	15.32	0.441014	0.195644	0.812444	0.927765	ci_iou_high	0	1.046771	1	4.468104	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights.
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	1.1	pmcid_only	Metformin versus megestrol	Metformin versus megestrol	metformin versus megestrol	Metformin	megestrol	metformin	megestrol	.	Regression of endometrial hyperplasia (with or without atypia) to proliferative, secretory, or atrophic endometrium	Odds Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	2	2	0	0	0	0	.	.	.	4.89	1.56	15.32	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. PMCID-only subset excludes rows without a matched PMCID. No estimable study rows in this subset.
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	1.2	all_studies	Metformin versus megestrol	Metformin versus megestrol	metformin versus megestrol	Metformin	megestrol	metformin	megestrol	.	Progression of endometrial hyperplasia to endometrial cancer	Odds Ratio	dichotomous	Peto	Fixed	CI-derived inverse-variance	fixed	log	2	0	0	0	0	2	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as Peto; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: Sharifzadeh 2016: missing effect/CI | Tabrizi 2014: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	1.2	pmcid_only	Metformin versus megestrol	Metformin versus megestrol	metformin versus megestrol	Metformin	megestrol	metformin	megestrol	.	Progression of endometrial hyperplasia to endometrial cancer	Odds Ratio	dichotomous	Peto	Fixed	CI-derived inverse-variance	fixed	log	2	0	0	0	0	2	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as Peto; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: Sharifzadeh 2016: missing effect/CI | Tabrizi 2014: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	1.3	all_studies	Metformin versus megestrol	Metformin versus megestrol	metformin versus megestrol	Metformin	megestrol	metformin	megestrol	.	Hysterectomy rate	Peto Odds Ratio	dichotomous	Peto	Fixed	CI-derived inverse-variance	fixed	log	2	1	1	0	1	1	0.91	0.052382	15.808877	0.91	0.05	15.09	0	0.002382	0.718877	0.954232	ci_iou_high	0	0	0	0	Cochrane method detected as Peto; reproduction uses CI-derived inverse-variance weights. Excluded non-computable rows: Tabrizi 2014: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	1.3	pmcid_only	Metformin versus megestrol	Metformin versus megestrol	metformin versus megestrol	Metformin	megestrol	metformin	megestrol	.	Hysterectomy rate	Peto Odds Ratio	dichotomous	Peto	Fixed	CI-derived inverse-variance	fixed	log	2	1	0	0	0	1	.	.	.	0.91	0.05	15.09	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as Peto; reproduction uses CI-derived inverse-variance weights. PMCID-only subset excludes rows without a matched PMCID. No estimable study rows in this subset. Excluded non-computable rows: Tabrizi 2014: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	1.4	all_studies	Metformin versus megestrol	Metformin versus megestrol	metformin versus megestrol	Metformin	megestrol	metformin	megestrol	.	Abnormal uterine bleeding	Odds Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	0.91	0.05	15.52	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 88: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	1.4	pmcid_only	Metformin versus megestrol	Metformin versus megestrol	metformin versus megestrol	Metformin	megestrol	metformin	megestrol	.	Abnormal uterine bleeding	Odds Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	0.91	0.05	15.52	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 88: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	2.1	all_studies	Metformin plus megestrol versus megestrol	Metformin plus megestrol versus megestrol	metformin plus versus megestrol	Metformin plus megestrol	megestrol	metformin plus	megestrol	megestrol	Regression of endometrial hyperplasia (with or without atypia) to proliferative, secretory or atrophic endometrium	Odds Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	4	4	4	1	3	0	3.224908	1.605185	6.479023	3.27	1.65	6.51	0.045092	0.044815	0.030977	0.984548	ci_iou_high	0	1.854635	3	0	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights.
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	2.1	pmcid_only	Metformin plus megestrol versus megestrol	Metformin plus megestrol versus megestrol	metformin plus versus megestrol	Metformin plus megestrol	megestrol	metformin plus	megestrol	megestrol	Regression of endometrial hyperplasia (with or without atypia) to proliferative, secretory or atrophic endometrium	Odds Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	4	4	1	1	0	0	9	0.938098	86.344929	3.27	1.65	6.51	5.73	0.711902	79.834929	0.056904	ci_iou_low	0	0	0	0	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	2.2	all_studies	Metformin plus megestrol versus megestrol	Metformin plus megestrol versus megestrol	metformin plus versus megestrol	Metformin plus megestrol	megestrol	metformin plus	megestrol	megestrol	Recurrence of endometrial hyperplasia	Odds Ratio	dichotomous	Peto	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as Peto; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: Shan 2014: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	2.2	pmcid_only	Metformin plus megestrol versus megestrol	Metformin plus megestrol versus megestrol	metformin plus versus megestrol	Metformin plus megestrol	megestrol	metformin plus	megestrol	megestrol	Recurrence of endometrial hyperplasia	Odds Ratio	dichotomous	Peto	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as Peto; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: Shan 2014: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	2.3	all_studies	Metformin plus megestrol versus megestrol	Metformin plus megestrol versus megestrol	metformin plus versus megestrol	Metformin plus megestrol	megestrol	metformin plus	megestrol	megestrol	Progression of endometrial hyperplasia to endometrial cancer	Peto Odds Ratio	dichotomous	Peto	Fixed	CI-derived inverse-variance	fixed	log	3	1	1	0	1	2	7.96	0.1588	399.003684	7.96	0.16	402.02	0	0.0012	3.016316	0.992491	ci_iou_full	0	0	0	0	Cochrane method detected as Peto; reproduction uses CI-derived inverse-variance weights. Excluded non-computable rows: Sayyah Melli 2018: missing effect/CI | Shan 2014: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	2.3	pmcid_only	Metformin plus megestrol versus megestrol	Metformin plus megestrol versus megestrol	metformin plus versus megestrol	Metformin plus megestrol	megestrol	metformin plus	megestrol	megestrol	Progression of endometrial hyperplasia to endometrial cancer	Peto Odds Ratio	dichotomous	Peto	Fixed	CI-derived inverse-variance	fixed	log	3	1	0	0	0	2	.	.	.	7.96	0.16	402.02	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as Peto; reproduction uses CI-derived inverse-variance weights. PMCID-only subset excludes rows without a matched PMCID. No estimable study rows in this subset. Excluded non-computable rows: Sayyah Melli 2018: missing effect/CI | Shan 2014: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	2.4	all_studies	Metformin plus megestrol versus megestrol	Metformin plus megestrol versus megestrol	metformin plus versus megestrol	Metformin plus megestrol	megestrol	metformin plus	megestrol	megestrol	Hysterectomy rate	Peto Odds Ratio	dichotomous	Peto	Fixed	CI-derived inverse-variance	fixed	log	2	1	1	1	0	1	7.39	0.148319	368.206951	7.39	0.15	372.38	0	0.001681	4.173049	0.988785	ci_iou_high	0	0	0	0	Cochrane method detected as Peto; reproduction uses CI-derived inverse-variance weights. Excluded non-computable rows: Tehranian 2021: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	2.4	pmcid_only	Metformin plus megestrol versus megestrol	Metformin plus megestrol versus megestrol	metformin plus versus megestrol	Metformin plus megestrol	megestrol	metformin plus	megestrol	megestrol	Hysterectomy rate	Peto Odds Ratio	dichotomous	Peto	Fixed	CI-derived inverse-variance	fixed	log	2	1	1	1	0	1	7.39	0.148319	368.206951	7.39	0.15	372.38	0	0.001681	4.173049	0.988785	ci_iou_high	0	0	0	0	Cochrane method detected as Peto; reproduction uses CI-derived inverse-variance weights. Excluded non-computable rows: Tehranian 2021: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	3.1	all_studies	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	metformin plus versus levonorgestrel intrauterine system	Metformin plus levonorgestrel (intrauterine system)	levonorgestrel (intrauterine system)	metformin plus	levonorgestrel intrauterine system	intrauterine; levonorgestrel; system	Regression of endometrial hyperplasia (with or without atypia) to proliferative, secretory, or atrophic endometrium	Odds Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	3.42	0.13	88.4	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 99: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	3.1	pmcid_only	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	metformin plus versus levonorgestrel intrauterine system	Metformin plus levonorgestrel (intrauterine system)	levonorgestrel (intrauterine system)	metformin plus	levonorgestrel intrauterine system	intrauterine; levonorgestrel; system	Regression of endometrial hyperplasia (with or without atypia) to proliferative, secretory, or atrophic endometrium	Odds Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	3.42	0.13	88.4	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 99: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	3.2	all_studies	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	metformin plus versus levonorgestrel intrauterine system	Metformin plus levonorgestrel (intrauterine system)	levonorgestrel (intrauterine system)	metformin plus	levonorgestrel intrauterine system	intrauterine; levonorgestrel; system	Progression of endometrial hyperplasia to endometrial cancer	Odds Ratio	dichotomous	Peto	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as Peto; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 100: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	3.2	pmcid_only	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	metformin plus versus levonorgestrel intrauterine system	Metformin plus levonorgestrel (intrauterine system)	levonorgestrel (intrauterine system)	metformin plus	levonorgestrel intrauterine system	intrauterine; levonorgestrel; system	Progression of endometrial hyperplasia to endometrial cancer	Odds Ratio	dichotomous	Peto	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as Peto; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 100: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	3.3	all_studies	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	metformin plus versus levonorgestrel intrauterine system	Metformin plus levonorgestrel (intrauterine system)	levonorgestrel (intrauterine system)	metformin plus	levonorgestrel intrauterine system	intrauterine; levonorgestrel; system	Hysterectomy rate	Odds Ratio	dichotomous	Peto	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	0.12	0.01	1.95	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as Peto; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 101: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	3.3	pmcid_only	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	metformin plus versus levonorgestrel intrauterine system	Metformin plus levonorgestrel (intrauterine system)	levonorgestrel (intrauterine system)	metformin plus	levonorgestrel intrauterine system	intrauterine; levonorgestrel; system	Hysterectomy rate	Odds Ratio	dichotomous	Peto	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	0.12	0.01	1.95	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as Peto; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 101: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	3.4	all_studies	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	metformin plus versus levonorgestrel intrauterine system	Metformin plus levonorgestrel (intrauterine system)	levonorgestrel (intrauterine system)	metformin plus	levonorgestrel intrauterine system	intrauterine; levonorgestrel; system	Abnormal uterine bleeding	Odds Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	0.61	0.16	2.27	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 102: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	3.4	pmcid_only	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	metformin plus versus levonorgestrel intrauterine system	Metformin plus levonorgestrel (intrauterine system)	levonorgestrel (intrauterine system)	metformin plus	levonorgestrel intrauterine system	intrauterine; levonorgestrel; system	Abnormal uterine bleeding	Odds Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	0.61	0.16	2.27	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 102: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	3.5	all_studies	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	metformin plus versus levonorgestrel intrauterine system	Metformin plus levonorgestrel (intrauterine system)	levonorgestrel (intrauterine system)	metformin plus	levonorgestrel intrauterine system	intrauterine; levonorgestrel; system	Adverse effects during treatment	Odds Ratio	dichotomous	.	.	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No model detected; defaulted to random inverse-variance pooling. No estimable study rows in this subset. Excluded non-computable rows: row 103: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	3.5	pmcid_only	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	Metformin plus levonorgestrel (intrauterine system) versus levonorgestrel (intrauterine system)	metformin plus versus levonorgestrel intrauterine system	Metformin plus levonorgestrel (intrauterine system)	levonorgestrel (intrauterine system)	metformin plus	levonorgestrel intrauterine system	intrauterine; levonorgestrel; system	Adverse effects during treatment	Odds Ratio	dichotomous	.	.	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No model detected; defaulted to random inverse-variance pooling. No estimable study rows in this subset. Excluded non-computable rows: row 103: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	1.1	all_studies	Primary outcomes	Primary outcomes	primary outcomes	.	.	.	.	.	Short- term resolution of symptoms (days 1 to 4 after randomisation)	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 104: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	1.1	pmcid_only	Primary outcomes	Primary outcomes	primary outcomes	.	.	.	.	.	Short- term resolution of symptoms (days 1 to 4 after randomisation)	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 104: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	1.2	all_studies	Primary outcomes	Primary outcomes	primary outcomes	.	.	.	.	.	Medium- term resolution of symptoms (days 5 to 10 after randomisation)	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 105: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	1.2	pmcid_only	Primary outcomes	Primary outcomes	primary outcomes	.	.	.	.	.	Medium- term resolution of symptoms (days 5 to 10 after randomisation)	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 105: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	1.3	all_studies	Primary outcomes	Primary outcomes	primary outcomes	.	.	.	.	.	Adverse events (to day 30 after randomisation)	Risk Ratio	dichotomous	.	.	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No model detected; defaulted to random inverse-variance pooling. No estimable study rows in this subset. Excluded non-computable rows: row 106: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	1.3	pmcid_only	Primary outcomes	Primary outcomes	primary outcomes	.	.	.	.	.	Adverse events (to day 30 after randomisation)	Risk Ratio	dichotomous	.	.	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No model detected; defaulted to random inverse-variance pooling. No estimable study rows in this subset. Excluded non-computable rows: row 106: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	2.1	all_studies	Secondary outcomes	Secondary outcomes	secondary outcomes	.	.	.	.	.	Duration of symptoms [days]	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No estimable study rows in this subset. Excluded non-computable rows: row 107: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	2.1	pmcid_only	Secondary outcomes	Secondary outcomes	secondary outcomes	.	.	.	.	.	Duration of symptoms [days]	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No estimable study rows in this subset. Excluded non-computable rows: row 107: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	2.2	all_studies	Secondary outcomes	Secondary outcomes	secondary outcomes	.	.	.	.	.	Severity of symptoms	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No estimable study rows in this subset. Excluded non-computable rows: row 108: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	2.2	pmcid_only	Secondary outcomes	Secondary outcomes	secondary outcomes	.	.	.	.	.	Severity of symptoms	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No estimable study rows in this subset. Excluded non-computable rows: row 108: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	2.3	all_studies	Secondary outcomes	Secondary outcomes	secondary outcomes	.	.	.	.	.	Microbiological resolution (by day 10 after randomisation)	Risk Ratio	dichotomous	IV	Random	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No estimable study rows in this subset. Excluded non-computable rows: row 109: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	2.3	pmcid_only	Secondary outcomes	Secondary outcomes	secondary outcomes	.	.	.	.	.	Microbiological resolution (by day 10 after randomisation)	Risk Ratio	dichotomous	IV	Random	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No estimable study rows in this subset. Excluded non-computable rows: row 109: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	2.4	all_studies	Secondary outcomes	Secondary outcomes	secondary outcomes	.	.	.	.	.	Use of rescue antibiotic treatment (by day 30 after randomisation)	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 110: missing effect/CI
